"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
MI6CJ9V2,conferencePaper,2024,"Yin, L.; Wang, F.; Chen, X.",Based on Reinforcement Learning for Power Command Allocation of Battery Energy Storage Stations,,,,10.1109/APPEEC61255.2024.10922508,https://www.scopus.com/pages/publications/105002249038?origin=resultslist,2024,2026-05-12 02:50:09,2026-06-11 02:51:02,,,,,,,,,,,,,,,,,,Scopus,,,,,,,Battery storage; reinforcement learning; Reinforcement learning; Reinforcement learnings; Battery energy storage; Power grids; Power; Charge storage; State of charge; States of charges; Model-based OPC; Secondary frequency regulation; Command allocations; Energy storage unit; power command allocation; Power command allocation; power loss; Powerloss; SoC; Frequency control; Resource management; Batteries; Power distribution; Power generation; Runtime; Sorting; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific Power and Energy Engineering Conference, APPEEC",,,,,,,,,,,,,,,
Y3CSLNC9,journalArticle,2024,"Li, J.; Wang, C.; Zhang, Y.; Wang, H.",Temporal-Aware Deep Reinforcement Learning for Energy Storage Bidding in Energy and Contingency Reserve Markets,"IEEE Transactions on Energy Markets, Policy and Regulation",,,10.1109/TEMPR.2024.3372656,https://www.scopus.com/pages/publications/105022104080?origin=resultslist,2024,2026-05-12 02:50:09,2026-06-15 11:12:04,,392-406,,3,2,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Electric batteries; Power markets; Reinforcement learning; Reinforcement learnings; Uncertainty; Deep learning; Australia; Deep reinforcement learning; deep reinforcement learning; Regulation; Energy arbitrages; energy arbitrage; Generator; Real - Time system; Real time systems; Ancillary service; Contingency management; Frequency control ancillary service; frequency control ancillary services; Interactive computer systems; transformer; Transformer; Electricity supply industry; Generators; Real-time systems; Energy management; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9N2K72CH,journalArticle,2021,"Gao, X.; Ma, H.; Chan, K.W.; Xia, S.; Zhu, Z.",A Learning-Based Bidding Approach for PV-Attached BESS Power Plants,Frontiers in Energy Research,,,10.3389/fenrg.2021.750796,https://www.scopus.com/pages/publications/85117696028?origin=resultslist,2021,2026-05-12 02:50:09,2026-06-12 09:37:16,,,,,9,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Power markets; Reinforcement learning; Photovoltaics; Bidding strategy; Multi agent systems; Electric energy storage; BESS; Large-scales; bidding strategy; Electric industry; Learn+; Fertilizers; Hill climbing; incomplete information game; Incomplete information games; Multi-agent reinforcement learning; multiagent reinforcement learning; Photovoltaic cells; Photovoltaic energy; PV; Win-or-learn-fast policy-hill-climbing; WoLF-PHC; STORAGE; ELECTRICITY; STRATEGIES; E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDK6S4BZ,journalArticle,2023,"Li, J.; Wang, C.; Wang, H.",Deep reinforcement learning for wind and energy storage coordination in wholesale energy and ancillary service markets,Energy and AI,,,10.1016/j.egyai.2023.100280,https://www.scopus.com/pages/publications/85164296901?origin=resultslist,2023,2026-05-12 02:50:09,2026-07-10 04:18:18,,,,,14,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Digital storage; Markov processes; Power markets; Reinforcement learning; Reinforcement learnings; Wind power; Deep learning; Secondary batteries; Bidding strategy; Stochastic models; Stochastic systems; Ancillary services markets; Deep reinforcement learning; Smart power grids; Hydrogen storage; % reductions; Climate change; Losses; Wind curtailment; Wind farm; Wind generation; Wind-battery systems; Electricity market; Wind-battery system; SYSTEMS; UNITS; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGZTIRDS,journalArticle,2024,"Li, J.; Wang, C.; Wang, H.",Attentive Convolutional Deep Reinforcement Learning for Optimizing Solar-Storage Systems in Real-Time Electricity Markets,IEEE Transactions on Industrial Informatics,,,10.1109/TII.2024.3352229,https://www.scopus.com/pages/publications/85184322121?origin=resultslist,2024,2026-05-12 02:50:09,2026-07-10 04:45:25,,7205-7215,,5,20,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Electric batteries; Markov processes; Optimization; Power markets; Reinforcement learning; Reinforcement learnings; Solar energy; Deep learning; Battery energy storage system (BESS); Deep reinforcement learning; Optimisations; Battery; Solar power generation; Real - Time system; Real time systems; Convolution; deep reinforcement learning (DRL); electricity market; solar curtailment; Solar curtailment; Solar energy conversion; Solar photovoltaic; solar photovoltaic (PV); Solar photovoltaics; Electricity supply industry; Real-time systems; Batteries; Degradation; Nanoelectromechanical systems; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77BJ4PXU,journalArticle,2025,"Martínez, A.; Arévalo, P.",Distributed Peer-to-Peer Optimization Based on Robust Reinforcement Learning with Demand Response: A Review,Computers,,,10.3390/computers14020065,https://www.scopus.com/pages/publications/85218888961?origin=resultslist,2025,2026-05-12 02:50:09,2026-06-12 09:32:13,,,,2,14,,,,,,,,,,,,,Scopus,,,,,,,reinforcement learning; demand response; peer-to-peer energy trading; E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCJ5FWLN,journalArticle,2020,"Kelly, J.J.; Leahy, P.G.",Optimal investment timing and sizing for battery energy storage systems,Journal of Energy Storage,,,10.1016/j.est.2020.101272,https://www.scopus.com/pages/publications/85079628840?origin=resultslist,2020,2026-05-12 02:50:09,2026-06-11 07:00:36,,,,,28,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Electric batteries; Learning algorithms; Learning systems; Reinforcement learning; Investments; Commerce; Renewable energy resources; Policy gradient; Battery degradation; Deregulation; Deterministic Policy Gradient Algorithm; Global optimization; Net present value; Net Present Value; Privatization; Real option analysis; Real Option Analysis; Stochastic optimization; Stochastic optimizations; Timing circuits; OPTIMIZATION; CAPACITY; DISTRIBUTION NETWORK; MULTISTAGE; PART II; STOCHASTIC MATHEMATICAL-MODEL; TUTORIAL; UNCERTAINTY; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75K7JFXG,journalArticle,2025,"Cardo-Miota, J.; Beltran, H.; Pérez, E.; Khadem, S.; Bahloul, M.",Deep reinforcement learning-based strategy for maximizing returns from renewable energy and energy storage systems in multi-electricity markets,Applied Energy,,,10.1016/j.apenergy.2025.125561,https://www.scopus.com/pages/publications/86000331695?origin=resultslist,2025,2026-05-12 02:50:09,2026-07-10 04:17:01,,,,,388,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; machine learning; Reinforcement learnings; Renewable energies; Bidding strategy; Markov Decision Processes; algorithm; data set; energy storage; Deep reinforcement learning; alternative energy; battery; Battery energy storage system management; electricity generation; Electricity market participations; energy market; Energy systems; local participation; market conditions; Markov decision process; Multi-electricity market participation; Multi-electricity markets participation; Renewable energy system; Renewable energy systems; strategic approach; Systems management; training; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TQYHW84Q,journalArticle,2021,"He, L.; Liu, Y.; Zhang, J.",Peer-to-peer energy sharing with battery storage: Energy pawn in the smart grid,Applied Energy,,,10.1016/j.apenergy.2021.117129,https://www.scopus.com/pages/publications/85107042062?origin=resultslist,2021,2026-05-12 02:50:09,2026-08-15 02:34:48,,,,,297,,,,,,,,,,,,,Scopus,,,,,,,algorithm; atmospheric electricity; Battery storage; Battery storage energies; Costs; decision making; Decision making; detection method; Distributed solar; Dynamic pricing; Electric batteries; Electric power transmission networks; electricity; Energy; Energy sharings; energy storage; Energy storage; Energy utilization; FRAMEWORK; GAME-THEORETIC APPROACH; market conditions; P2P sharing; Peer to peer; Photovoltaics; Power markets; Q-learning; Reinforcement learning; smart grid; Smart grid; Smart power grids; Solar power generation; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTXS9A3T,conferencePaper,2025,"Zarifis, S.; Kordonis, I.; Maragos, P.",Diffusion-Based Forecasting for Uncertainty-Aware Model Predictive Control,,,,10.23919/EUSIPCO63237.2025.11226479,https://www.scopus.com/pages/publications/105029873369?origin=resultslist,2025,2026-05-12 02:50:10,2026-06-11 03:04:56,,1877-1881,,,,,,,,,,,,,,,,Scopus,,,,,,,Power markets; Reinforcement learning; Reinforcement learnings; Uncertainty; Decision making; Forecasting; Reinforcement Learning; Stochastic models; Stochastic systems; Model predictive control; Energy markets; Signal processing; Energy Markets; Time series forecasting; Diffusion; Diffusion model; Diffusion Models; Generic frameworks; Model Predictive Control; Model-predictive control; Prediction and decision; Prediction models; Predictive control systems; Stochastic control systems; Time series; Time Series Forecasting; Time series forecasting models; Uncertainty Quantification; Uncertainty quantifications; Stochastic processes; Prediction algorithms; Predictive models; Predictive control; Signal processing algorithms; Time series analysis; E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Signal Processing Conference,,,,,,,,,,,,,,,
JQHVB2TD,journalArticle,2024,"Karimi Madahi, S.S.; Claessens, B.; Develder, C.",Distributional reinforcement learning-based energy arbitrage strategies in imbalance settlement mechanism,Journal of Energy Storage,,,10.1016/j.est.2024.114377,https://www.scopus.com/pages/publications/85208146883?origin=resultslist,2024,2026-05-12 02:50:10,2026-07-10 04:15:18,,,,,104,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Reinforcement learning; Reinforcement learnings; State of charge; Energy arbitrages; Actor critic; Adversarial machine learning; Battery energy storage systems (BESS); Distributional soft actor–critic; Distributional soft actor–critic (DSAC); Imbalance settlement mechanism; Reinforcement learning (RL); Risk-sensitive energy arbitrage; Settlement mechanism; Distributional soft actor-critic (DSAC); SERVICES; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SX7SA68,journalArticle,2026,"Miao, Y.; Bu, S.; Qiu, D.; Chen, T.; Han, Z.",Adaptive Resilient Control Against False Data Injection Attacks for a Multi-Energy Microgrid Integrating Power and Hydrogen Energy Systems Using Deep Reinforcement Learning,IEEE Transactions on Network Science and Engineering,,,10.1109/TNSE.2025.3628244,https://www.scopus.com/pages/publications/105020933309?origin=resultslist,2026,2026-05-12 02:50:10,2026-06-14 12:48:59,,3209-3223,,,13,,,,,,,,,,,,,Scopus,,,,,,,Optimization; Reinforcement learning; Reinforcement learnings; Deep learning; Microgrids; Power control; Frequency regulations; Deep reinforcement learning; deep reinforcement learning; battery energy storage system; Microgrid; Energy conversion; frequency regulation; Energy arbitrages; Multi energy; energy arbitrage; Adaptive resilient control; Battery energy; Battery energy storag esystem; Computer crime; Crime; E systems; false data injection attacks; False data injection attacks; Hydrogen; hydrogen energy system; Hydrogen energy systems; Multi-energy micro grid; multi-energy microgrids; Resilient control; Frequency control; Real-time systems; MANAGEMENT; CYBER; Economics; Electricity; FDI; Frequency conversion; FREQUENCY REGULATION; MITIGATION; Power system stability; STORAGE; STRATEGY; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9D9ECHR,journalArticle,2022,"Chen, P.; Liu, S.; Chen, B.; Yu, L.",Multi-Agent Reinforcement Learning for Decentralized Resilient Secondary Control of Energy Storage Systems Against DoS Attacks,IEEE Transactions on Smart Grid,,,10.1109/TSG.2022.3142087,https://www.scopus.com/pages/publications/85122874248?origin=resultslist,2022,2026-05-12 02:50:10,2026-06-14 12:48:59,,1739-1750,,3,13,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Digital storage; Reinforcement learning; Deep learning; Microgrids; Secondary batteries; Multi agent systems; Neural networks; Charging (batteries); microgrid; Microgrid; Multi agent; Multi-agent deep reinforcement learning; battery energy storage systems; Battery energy storage system.; Denialof- service attacks; DoS attacks; Electric power transmission; Frequency control; Interference; Power system dynamics; secondary frequency control; Secondary frequency control; Signal to noise ratio; Transmission-line measurements; Denial-of-service attack; LOAD FREQUENCY CONTROL; Transmission line measurements; VOLTAGE CONTROL; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZMBBSVP,conferencePaper,2018,"Ebell, N.; Pruckner, M.",Coordinated Multi-Agent Reinforcement Learning for Swarm Battery Control,,,,10.1109/CCECE.2018.8447851,https://www.scopus.com/pages/publications/85053601013?origin=resultslist,2018,2026-05-12 02:50:10,2026-06-14 12:48:59,,,,,2018-May,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage systems; Battery storage; Electric batteries; Reinforcement learning; Microgrids; Reinforcement Learning; Multi agent systems; Electric power transmission networks; Multi agent; Battery Energy Storage System; Renewable energy resources; Multi-agent reinforcement learning; Photovoltaic cells; Electric power transmission; Battery Control; Energy self-sufficiency; Frequency containments; Multi-agent; Renewable energy source; SWARM; Swarm intelligence; Transmission system operators; multi-agent; Renewable energy sources; Load modeling; Batteries; Photovoltaic systems; Learning (artificial intelligence); E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canadian Conference on Electrical and Computer Engineering,,,,,,,,,,,,,,,
C4P4B7PX,journalArticle,2024,"Song, H.; Wang, Z.; Gao, Y.",Bi-level real-time pricing model in multitype electricity users for welfare equilibrium: A reinforcement learning approach,Journal of Renewable and Sustainable Energy,,,10.1063/5.0242836,https://www.scopus.com/pages/publications/85216103482?origin=resultslist,2025,2026-05-12 02:50:10,2026-08-15 02:35:00,,,,1,17,,,,,,,,,,,,,Scopus,,,,,,,Battery storage; Costs; Electricity users; Load profiles; Multitype; Pricing models; Pricing strategy; Profile formation; Real time pricing; Reinforcement learning; Reinforcement learning approach; Resource allocation; Smart grid; Smart power grids; Stochastic models; Stochastic systems; Utility/preference; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CUPEZ27,journalArticle,2024,"Gao, X.; Zhang, J.; Chang, J.; Wang, S.; Su, Z.; Mu, Z.",Employing battery energy storage systems for flexible ramping products in a fully renewable energy power grid: A market mechanism and strategy analysis through multi-Agent Markov games,Energy Reports,,,10.1016/j.egyr.2024.10.061,https://www.scopus.com/pages/publications/85208288862?origin=resultslist,2024,2026-05-12 02:50:10,2026-06-11 06:53:49,,5066-5082,,,12,,,,,,,,,,,,,Scopus,,,,,,,Battery energy storage system; Battery energy storage systems; Battery storage; Bidding strategy; Clean energy; Ancillary service; Multi-agent reinforcement learning; Electricity and ancillary services; Electricity service; Flexible ramping product; Fully renewable energy power system; Market equilibrium; Markov Game; Markov games; Privacy concerns; Renewable energy power; BIDDING STRATEGY; JOINT ENERGY; MODEL; PARTICIPATION; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBFY7WJF,journalArticle,2023,"Takayama, S; Sawabe, T; Ishigame, A; Hashikawa, K; Kuwashita, Y",Frequency regulation of off-grid system with battery energy storage system using deep Q-network,JOURNAL OF ENGINEERING-JOE,,2051-3305,10.1049/tje2.12205,,2023-01,2026-05-12 03:47:36,2026-06-12 09:35:07,,,,1,2023,,,,,,,,,,English,,,,WOS:000870262100001,,,,,,MODEL; ELECTRIC VEHICLES; GENERATION; MICROGRIDS; VOLTAGE; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKDL7AST,journalArticle,2021,"Yang, Z; Ma, XT; Xia, L; Zhao, QC; Guan, XH",Reinforcement learning for fluctuation reduction of wind power with energy storage,RESULTS IN CONTROL AND OPTIMIZATION,,2666-7207,10.1016/j.rico.2021.100030,,2021-09,2026-05-12 03:47:36,2026-06-12 09:34:35,,,,,4,,,,,,,,,,English,,,,WOS:001208920900001,,,,,,Reinforcement learning; Wind power; Battery energy storage; SYSTEM; OPTIMIZATION; ALGORITHMS; ECONOMIC-DISPATCH; Fluctuation reduction; FORECAST; MARKOV DECISION-PROCESSES; Sensitive-based optimization; TRANSMISSION; UNIT COMMITMENT; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU5R4AI4,journalArticle,2019,"Wang, N; Xu, WS; Shao, WH; Xu, ZY",A Q-Cube Framework of Reinforcement Learning Algorithm for Continuous Double Auction among Microgrids,ENERGIES,,1996-1073,10.3390/en12152891,,2019-08-01,2026-05-12 03:47:36,2026-06-14 12:52:47,,,,15,12,,,,,,,,,,English,,,,WOS:000482174800051,,,,,,battery energy storage system; bidding strategy; MODEL; SYSTEM; POWER; STRATEGY; continuous double auction; DECISION; DEMAND RESPONSE; ELECTRICITY MARKET; ENERGY MANAGEMENT; microgrids; Q-cube framework; Q-learning algorithm; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKZWRN3C,conferencePaper,2024,"Madahi, SSK; Gokhale, G; Verwee, MS; Claessens, B; Develder, C; ACM",Control Policy Correction Framework for Reinforcement Learning-based Energy Arbitrage Strategies,Ghent University,979-8-4007-0480-2,,10.1145/3632775.3661948,,2024,2026-05-12 03:47:36,2026-07-10 04:22:46,,123-133,,,,,,,,,,,,,English,,,,WOS:001556583400010,,,,,,Battery energy storage systems; energy arbitrage; distributional reinforcement learning; interpretable reinforcement learning; knowledge distillation; safe reinforcement learning; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PROCEEDINGS OF THE 15TH ACM INTERNATIONAL CONFERENCE ON FUTURE AND SUSTAINABLE ENERGY SYSTEMS, E-ENERGY 2024",,,,,,,,,,,,,,,
DEC96TCY,journalArticle,2019,"Wang, B; Zhou, M; Xin, B; Zhao, X; Watada, J",Analysis of operation cost and wind curtailment using multi-objective unit commitment with battery energy storage,ENERGY,,0360-5442,10.1016/j.energy.2019.04.108,,2019-07-01,2026-05-12 03:47:36,2026-06-12 09:36:23,,101-114,,,178,,,,,,,,,,English,,,,WOS:000472686300009,,,,,,Wind curtailment; MODEL; SYSTEM; POWER; ECONOMIC-DISPATCH; UNCERTAINTY; GENETIC ALGORITHM; Hybrid uncertainties; INTERVALS; Multi-objective unit commitment; Operation cost; Particle swarm optimization; PARTICLE SWARM OPTIMIZATION; PENETRATION; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6NH5W7B,journalArticle,2025,Y. Zhang; J. Zhang; G. Wu; J. Zheng; D. Liu; Y. An,Optimal Power Dispatch of Active Distribution Network and P2P Energy Trading Based on Soft Actor-Critic Algorithm Incorporating Distributed Trading Control,Journal of Modern Power Systems and Clean Energy,,2196-5420,10.35833/MPCE.2024.000471,,2025-03,2026-05-12 04:00:19,2026-06-14 12:51:26,,540-551,,2,13,,Journal of Modern Power Systems and Clean Energy,,,,,,,,,,,,,,,,,,Optimization; Peer-to-peer computing; Regulation; Costs; Electricity; Distribution networks; active distribution network (ADN); distributed trading; Optimal power dispatch; peer-to-peer (P2P) energy trading; Privacy; privacy preservation; soft actor-critic algorithm; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMGHIFPF,conferencePaper,2025,M. -F. Dong; J. -X. Li; W. Huang; W. -Y. Lin; J. -C. Liao; C. -Y. Hsueh,Optimal Economic Energy Management of Microgrid Using Deep Deterministic Policy Gradient (DDPG),"2025 Seventh International Symposium on Computer, Consumer and Control (IS3C)",2770-0496,,10.1109/IS3C65361.2025.11130992,,2025-06-27,2026-05-12 04:00:19,2026-06-11 04:41:39,,1-4,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2025 Seventh International Symposium on Computer, Consumer and Control (IS3C)",,,Battery energy storage system; Microgrids; microgrid; Costs; Renewable energy sources; Biological system modeling; Pricing; Energy management; battery energy storage system (BESS); Data centers; deep deterministic policy gradient (DDPG); optimal economic energy management; Photovoltaic systems; Telecommunications; E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 Seventh International Symposium on Computer, Consumer and Control (IS3C)",,,,,,,,,,,,,,,
RBUYZ3RN,conferencePaper,2025,J. F. Maripangui; E. Gil,Sizing Battery Storage for a Hybrid Power Plant Using Stochastic Optimisation: A Case Study,2025 IEEE PES 35th Australasian Universities Power Engineering Conference (AUPEC),2474-1507,,10.1109/AUPEC66173.2025.11219629,,2025-10-29,2026-05-12 04:00:19,2026-06-11 05:35:13,,1-5,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE PES 35th Australasian Universities Power Engineering Conference (AUPEC),,,Battery energy storage system; Optimization; Uncertainty; Costs; Energy Arbitrage; Battery Energy Storage System (BESS); Renewable energy sources; Batteries; Chilean Electricity Market; Investment; Stochastic processes; Stochastic Programming; Wind energy; Wind Farm Optimisation; Wind farms; E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE PES 35th Australasian Universities Power Engineering Conference (AUPEC),,,,,,,,,,,,,,,
XNCUTUSF,conferencePaper,2022,X. Li; H. Liu; C. Li; G. Chen; S. Wen,PPO-based Pricing Method for Shared Energy Storage System,2022 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),2378-8542,,10.1109/ISGTAsia54193.2022.10003511,,2022-11-01,2026-05-12 04:00:19,2026-06-18 01:08:13,,424-428,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2022 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),,,Reinforcement learning; deep reinforcement learning; Virtual power plants; Batteries; Pricing; Asia; Smart grids; Numerical simulation; proximal policy optimization; shared energy storage; virtual power plant; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia),,,,,,,,,,,,,,,
XPZD34TN,journalArticle,2025,X. Gao; Z. Zhu; S. Bu; Y. Ye; K. W. Chan,Designing a 100% renewable-penetrated electricity market with battery energy storages assisted by reliable simulations,CSEE Journal of Power and Energy Systems,,3066-9308,10.17775/CSEEJPES.2024.00580,,2025,2026-05-12 04:00:19,2026-06-14 12:51:26,,1-12,,,,,CSEE Journal of Power and Energy Systems,,,,,,,,,,,,,,,,,,Battery energy storage system; Markov processes; Power markets; Reinforcement learning; Climate change; Battery Energy Storage; Electricity supply industry; Renewable energy sources; Resource management; Simulation; 100% renewable-penetrated electricity market; Electricity Market Design; Electricity Market Simulation; Global warming; Low carbon economy; Market research; Multi-Agent Reinforcement Learning; Multi-agent systems; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4GEK9AX,conferencePaper,2023,Y. Tang; R. Lv; Z. Xu; C. Wang; M. Guo; C. Gao; S. Guan,A Virtual Power Plant Economic Scheduling Strategy Based on Deep Reinforcement Learning,2023 5th International Conference on Power and Energy Technology (ICPET),,,10.1109/ICPET59380.2023.10367600,,2023-07-27,2026-05-12 04:00:19,2026-07-10 04:54:52,,1365-1370,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2023 5th International Conference on Power and Energy Technology (ICPET),,,Reinforcement learning; Decision making; Deep learning; deep reinforcement learning; Virtual power plants; Optimal scheduling; virtual power plant; blockchain; optimal scheduling; Processor scheduling; Transforms; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 5th International Conference on Power and Energy Technology (ICPET),,,,,,,,,,,,,,,
NS444BVC,conferencePaper,2025,P. Mao; Q. Zhong; J. Huang; L. Zou; X. Qiu; W. Zou,Model-Free Learning System for Energy Management in Industrial Parks: A Bi-Level Deep Reinforcement Learning Architecture with Battery Degradation Estimation,2025 China Automation Congress (CAC),2688-0938,,10.1109/CAC67268.2025.11486598,,2025-09-26,2026-05-12 04:00:19,2026-06-22 05:29:38,,3931-3936,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 China Automation Congress (CAC),,,Reinforcement learning; Deep reinforcement learning; Equivalent circuits; Deep Reinforcement Learning; Anodes; Application specific integrated circuits; Charging optimization; Circuits; Electrodes; Energy storage arbitrage; HTTP; Industrial energy management; Protocols; System-on-chip; Include; Full-text info extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 China Automation Congress (CAC),,,,,,,,,,,,,,,
WWMIRFBE,conferencePaper,2020,Y. Liu; D. Zhang; C. Deng; X. Wang,Deep Reinforcement Learning Approach for Autonomous Agents in Consumer-centric Electricity Market,2020 5th IEEE International Conference on Big Data Analytics (ICBDA),,,10.1109/ICBDA49040.2020.9099946,,2020-05-08,2026-05-12 04:00:19,2026-06-11 02:57:47,,37-41,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2020 5th IEEE International Conference on Big Data Analytics (ICBDA),,,Machine learning; Peer-to-peer computing; Linear programming; artificial intelligence; peer-to-peer energy trading; smart grid; Electricity supply industry; Autonomous agents; big data; Power systems; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 5th IEEE International Conference on Big Data Analytics (ICBDA),,,,,,,,,,,,,,,
GCNH62SD,conferencePaper,2025,A. S. Hasan; R. Fan; D. Wu,Enhancing Frequency Response Using Deep Reinforcement Learning-Controlled Battery Energy Storage Systems,2025 57th North American Power Symposium (NAPS),2833-003X,,10.1109/NAPS66256.2025.11272197,,2025-10-26,2026-05-12 04:00:19,2026-06-14 12:50:47,,1-6,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 57th North American Power Symposium (NAPS),,,Battery energy storage system; energy storage system; Frequency control; Power system stability; Training; frequency response; Frequency response; Learning-based control; Load shedding; Power system reliability; power system stability; Relays; Reliability; Time-frequency analysis; E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 57th North American Power Symposium (NAPS),,,,,,,,,,,,,,,
WQVUW5CB,journalArticle,2026,K. P. Y. Myint; A. Deanseekeaw; J. Pahasa; P. Boonraksa; T. Boonraksa; B. Marungsri,Multi-Objective Energy Management Optimization on Grid-Integrated Microgrid Using Multi-Agent Deep Reinforcement Learning for Enhanced System Stability in HRES and BESS,IEEE Access,,2169-3536,10.1109/ACCESS.2026.3668993,,2026,2026-05-12 04:00:20,2026-06-14 12:48:59,,32905-32926,,,14,,IEEE Access,,,,,,,,,,,,,,,,,,Optimization; Microgrids; Deep reinforcement learning; BESS; Costs; Stability criteria; Renewable energy sources; Power system stability; microgrids; Load modeling; Energy management; energy management; HRES; Multi-agent DRL; Voltage; voltage stability; E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
